-0.1816343 0.11762778 -0.14997499 -0.44793449 0.47846145 -0.08841263 235.53 
-0.1816343 0.97969674 -0.14997499 -0.1847766 -0.18820521 -0.19367579 330.16 
-0.1816343 1.04866226 -0.14997499 0.02574972 -0.18820521 -0.03578105 355.29 
-0.1816343 0.15211054 0.05002501 -0.44793449 -0.41042744 0.22737685 599.25 
-0.1816343 0.25555881 0.05002501 -0.23740818 0.47846145 0.38527158 92.3 
-0.1816343 0.84176571 0.05002501 0.28890761 -0.52153855 -0.29893894 546.3 
-0.1816343 0.87624847 0.05002501 0.34153919 -0.0770941 0.49053474 227.72 
-0.1816343 0.22107606 0.25002501 -0.13214502 -0.29931632 0.12211369 627.54 
-0.1816343 0.22107606 0.25002501 0.0783813 -0.18820521 0.38527158 158.17 
-0.1816343 0.91073123 0.25002501 0.39417077 -0.18820521 0.33264 325.82 
-0.1816343 0.42797261 0.45002501 -0.50056607 0.47846145 -0.03578105 305.7 
-0.1816343 0.22107606 0.45002501 -0.39530291 0.47846145 -0.08841263 208.82 
-0.1816343 0.15211054 0.45002501 0.02574972 -0.41042744 -0.29893894 476.56 
-0.1816343 0.49693812 0.45002501 0.44680235 -0.29931632 0.22737685 619.61 
-0.1816343 0.1865933 0.45002501 0.44680235 -0.41042744 -0.03578105 394.58 
-0.1816343 1.11762778 0.65002501 -0.44793449 -0.52153855 -0.08841263 337.29 
-0.1816343 1.11762778 0.65002501 0.13101287 0.36735034 -0.50946526 216.93 
-0.1816343 0.39348985 0.65002501 0.49943393 -0.0770941 0.38527158 255.63 
-0.1816343 0.22107606 0.85002501 -0.44793449 0.47846145 -0.45683368 366.7 
-0.1816343 0.15211054 0.85002501 0.0783813 -0.18820521 -0.29893894 478.29 
-0.1816343 0.97969674 0.85002501 0.18364445 0.03401701 -0.4042021 531.19 
-0.1816343 0.35900709 0.85002501 0.39417077 -0.0770941 -0.08841263 334.08 
-0.1816343 1.04866226 0.85002501 0.44680235 0.47846145 0.28000843 385.62 
-0.15989516 0.1865933 -0.14997499 -0.44793449 -0.29931632 0.49053474 388.69 
-0.15989516 1.0141795 -0.14997499 -0.39530291 0.14512812 0.43790316 294.39 
-0.15989516 0.97969674 -0.14997499 0.0783813 0.25623923 0.17474527 706.49 
-0.15989516 0.63486916 -0.14997499 0.28890761 -0.18820521 0.22737685 710.32 
-0.15989516 0.56590364 -0.14997499 0.34153919 -0.0770941 -0.14104421 408.51 
-0.15989516 0.39348985 -0.14997499 0.34153919 -0.0770941 -0.50946526 436.45 
-0.15989516 0.25555881 -0.14997499 0.44680235 -0.29931632 0.22737685 729.09 
-0.15989516 0.39348985 -0.14997499 0.49943393 -0.18820521 -0.24630736 604.17 
-0.15989516 0.80728295 0.05002501 -0.50056607 0.47846145 0.06948211 687.26 
-0.15989516 0.29004157 0.05002501 -0.34267134 -0.0770941 -0.19367579 469.57 
-0.15989516 0.1865933 0.05002501 0.34153919 0.25623923 0.49053474 311.39 
-0.15989516 0.53142088 0.25002501 0.39417077 -0.52153855 0.49053474 388.65 
-0.15989516 0.29004157 0.45002501 0.02574972 0.14512812 -0.19367579 399.8 
-0.15989516 1.0141795 0.65002501 -0.44793449 -0.0770941 -0.08841263 452.81 
-0.15989516 0.6003864 0.65002501 -0.39530291 0.14512812 0.43790316 272.72 
-0.15989516 0.11762778 0.65002501 -0.34267134 0.36735034 -0.35157052 634.25 
-0.15989516 0.84176571 0.65002501 -0.07951344 -0.18820521 -0.24630736 541.98 
-0.15989516 0.42797261 0.65002501 0.13101287 0.14512812 0.49053474 289.96 
-0.15989516 0.77280019 0.65002501 0.34153919 0.47846145 -0.08841263 340.1 
-0.15989516 0.35900709 0.65002501 0.44680235 -0.18820521 0.49053474 403.34 
-0.15989516 0.73831743 0.85002501 -0.44793449 -0.41042744 0.28000843 576.02 
-0.15989516 0.87624847 0.85002501 0.0783813 0.14512812 -0.03578105 450.41 
-0.15989516 0.97969674 0.85002501 0.28890761 -0.18820521 0.38527158 359.76 
-0.13815603 0.22107606 -0.14997499 -0.13214502 0.25623923 0.06948211 788.06 
-0.13815603 0.25555881 -0.14997499 0.02574972 0.25623923 -0.14104421 461.83 
-0.13815603 0.66935192 -0.14997499 0.02574972 0.03401701 -0.35157052 784.24 
-0.13815603 0.73831743 -0.14997499 0.39417077 -0.18820521 0.49053474 505.77 
-0.13815603 1.0141795 -0.14997499 0.39417077 0.36735034 0.28000843 638.52 
-0.13815603 0.91073123 -0.14997499 0.44680235 -0.18820521 0.22737685 867.79 
-0.13815603 0.94521399 -0.14997499 0.49943393 0.47846145 0.12211369 871.33 
-0.13815603 0.6003864 0.05002501 -0.07951344 0.47846145 -0.24630736 561.7 
-0.13815603 0.56590364 0.05002501 0.49943393 -0.41042744 -0.45683368 773.53 
-0.13815603 0.84176571 0.25002501 -0.44793449 -0.18820521 -0.19367579 636.28 
-0.13815603 0.49693812 0.25002501 -0.07951344 0.14512812 -0.4042021 734.86 
-0.13815603 0.77280019 0.25002501 0.49943393 -0.0770941 0.01685053 820.4 
-0.13815603 0.53142088 0.45002501 -0.44793449 0.25623923 -0.24630736 665.21 
-0.13815603 0.84176571 0.45002501 -0.02688186 0.25623923 0.43790316 339.47 
-0.13815603 1.0141795 0.45002501 0.0783813 0.47846145 -0.08841263 401.75 
-0.13815603 0.22107606 0.45002501 0.44680235 0.03401701 0.43790316 448.86 
-0.13815603 0.35900709 0.65002501 -0.44793449 0.03401701 0.43790316 416.28 
-0.13815603 0.32452433 0.65002501 -0.29003976 0.14512812 -0.24630736 636.11 
-0.13815603 0.22107606 0.65002501 -0.13214502 -0.29931632 0.33264 500.1 
-0.13815603 0.15211054 0.65002501 -0.02688186 -0.0770941 -0.08841263 493.12 
-0.13815603 0.87624847 0.85002501 -0.50056607 0.14512812 -0.4042021 793.03 
-0.13815603 0.11762778 0.85002501 -0.07951344 -0.29931632 0.17474527 858.45 
-0.13815603 1.11762778 0.85002501 0.0783813 0.25623923 0.06948211 796.78 
-0.13815603 0.46245537 0.85002501 0.28890761 -0.29931632 0.06948211 874.56 
-0.13815603 0.70383468 0.85002501 0.34153919 -0.0770941 -0.08841263 581.42 
-0.13815603 0.70383468 0.85002501 0.34153919 0.14512812 0.06948211 869.36 
-0.13815603 0.25555881 0.85002501 0.39417077 0.36735034 0.28000843 665.0 
-0.1164169 0.70383468 -0.14997499 -0.39530291 0.47846145 -0.35157052 874.89 
-0.1164169 0.15211054 -0.14997499 -0.1847766 0.47846145 0.01685053 736.43 
-0.1164169 0.63486916 -0.14997499 -0.13214502 -0.52153855 -0.08841263 618.22 
-0.1164169 0.49693812 -0.14997499 -0.02688186 -0.29931632 0.06948211 929.69 
-0.1164169 0.22107606 -0.14997499 0.0783813 0.14512812 0.33264 590.52 
-0.1164169 0.77280019 -0.14997499 0.49943393 0.25623923 -0.08841263 654.88 
-0.1164169 0.73831743 0.05002501 -0.44793449 -0.52153855 -0.29893894 947.18 
-0.1164169 0.6003864 0.05002501 -0.29003976 -0.29931632 0.22737685 932.09 
-0.1164169 1.08314502 0.05002501 0.02574972 0.36735034 -0.35157052 826.22 
-0.1164169 0.80728295 0.05002501 0.39417077 0.14512812 0.28000843 801.15 
-0.1164169 0.70383468 0.25002501 -0.23740818 -0.52153855 -0.08841263 635.26 
-0.1164169 0.11762778 0.25002501 -0.23740818 0.47846145 -0.08841263 534.89 
-0.1164169 1.08314502 0.25002501 -0.07951344 0.03401701 -0.03578105 709.05 
-0.1164169 1.08314502 0.25002501 0.13101287 0.03401701 -0.4042021 876.76 
-0.1164169 0.49693812 0.45002501 0.44680235 -0.0770941 0.38527158 594.5 
-0.1164169 0.25555881 0.65002501 -0.39530291 -0.0770941 -0.24630736 788.89 
-0.1164169 0.42797261 0.65002501 -0.23740818 -0.29931632 -0.19367579 668.45 
-0.1164169 0.94521399 0.65002501 -0.23740818 0.14512812 0.28000843 734.24 
-0.1164169 0.49693812 0.65002501 -0.02688186 -0.41042744 0.28000843 758.13 
-0.1164169 0.25555881 0.65002501 0.0783813 0.47846145 -0.03578105 594.99 
-0.1164169 0.11762778 0.65002501 0.0783813 -0.29931632 -0.08841263 616.12 
-0.1164169 0.32452433 0.65002501 0.39417077 0.36735034 0.49053474 545.85 
-0.1164169 0.11762778 0.85002501 -0.50056607 -0.41042744 -0.08841263 645.12 
-0.09467777 0.35900709 -0.14997499 -0.29003976 0.47846145 -0.35157052 925.48 
-0.09467777 0.70383468 -0.14997499 -0.13214502 -0.18820521 -0.14104421 708.17 
-0.09467777 1.11762778 -0.14997499 0.18364445 -0.18820521 -0.08841263 734.09 
-0.09467777 0.35900709 -0.14997499 0.39417077 0.47846145 -0.14104421 630.48 
-0.09467777 0.91073123 -0.14997499 0.49943393 -0.0770941 0.49053474 713.79 
-0.09467777 0.35900709 0.05002501 -0.1847766 0.03401701 0.49053474 610.17 
-0.09467777 1.11762778 0.05002501 0.0783813 0.14512812 -0.45683368 841.61 
-0.09467777 0.15211054 0.05002501 0.28890761 -0.18820521 -0.29893894 951.99 
-0.09467777 0.6003864 0.05002501 0.34153919 0.47846145 0.22737685 924.98 
-0.09467777 0.46245537 0.45002501 -0.39530291 -0.18820521 0.33264 738.0 
-0.09467777 0.53142088 0.45002501 -0.13214502 -0.29931632 0.12211369 1098.74 
-0.09467777 0.42797261 0.65002501 -0.39530291 0.14512812 -0.19367579 753.46 
-0.09467777 0.6003864 0.65002501 0.02574972 0.36735034 0.06948211 936.38 
-0.09467777 0.39348985 0.65002501 0.13101287 0.36735034 -0.45683368 818.91 
-0.09467777 0.1865933 0.85002501 0.34153919 -0.29931632 -0.29893894 992.17 
-0.09467777 0.77280019 0.85002501 0.44680235 0.47846145 -0.24630736 840.15 
